episode,reward,avg_loss,steps,epsilon
1,-4.7000,0.000000,200,0.9970
2,-14.6000,0.000000,200,0.9940
3,18.7000,0.198752,200,0.9910
4,-6.4500,0.121411,200,0.9881
5,8.4500,0.170776,200,0.9851
6,11.7000,0.175126,200,0.9821
7,25.2500,0.140820,200,0.9792
8,-8.6000,0.210250,200,0.9763
9,-20.3000,0.221721,200,0.9733
10,-3.2000,0.182642,200,0.9704
11,-9.6000,0.286522,200,0.9675
12,-16.8500,0.293440,200,0.9646
13,-11.2000,0.300999,200,0.9617
14,24.9000,0.322353,200,0.9588
15,-4.0500,0.407991,200,0.9559
16,28.1000,0.396563,200,0.9531
17,-1.2000,0.587883,200,0.9502
18,14.8500,0.604941,200,0.9474
19,-9.8000,0.533451,200,0.9445
20,7.8000,0.607858,200,0.9417
21,16.5500,0.700974,200,0.9389
22,18.1500,0.854369,200,0.9360
23,4.7000,0.847861,200,0.9332
24,7.7500,0.937436,200,0.9304
25,-5.4000,1.040731,200,0.9276
26,-0.6000,1.267170,200,0.9249
27,10.8000,1.291075,200,0.9221
28,-9.3000,1.382939,200,0.9193
29,12.0500,1.629552,200,0.9166
30,30.3500,1.323653,200,0.9138
31,-1.0000,1.363708,200,0.9111
32,21.5500,1.721986,200,0.9083
33,17.2500,1.673493,200,0.9056
34,25.5000,1.705307,200,0.9029
35,37.4500,1.652418,200,0.9002
36,-30.6000,1.626048,200,0.8975
37,15.9000,1.722704,200,0.8948
38,-16.2000,2.717369,200,0.8921
39,10.9500,2.352621,200,0.8894
40,37.2000,2.118656,200,0.8868
41,1.2000,1.982603,200,0.8841
42,2.0500,2.931318,200,0.8814
43,49.8000,3.085356,200,0.8788
44,12.0000,2.599788,200,0.8762
45,36.3000,3.463916,200,0.8735
46,-19.1000,3.025356,200,0.8709
47,-1.2000,3.550251,200,0.8683
48,46.1500,4.282402,200,0.8657
49,32.4500,3.500653,200,0.8631
50,22.2000,3.752943,200,0.8605
51,41.1000,3.756775,200,0.8579
52,23.7000,4.210524,200,0.8554
53,24.9000,4.474780,200,0.8528
54,41.4000,5.323736,200,0.8502
55,53.2000,4.179421,200,0.8477
56,18.2500,4.828359,200,0.8451
57,29.6500,5.605599,200,0.8426
58,41.8500,4.887769,200,0.8401
59,20.0500,6.383893,200,0.8376
60,5.5500,4.815418,200,0.8350
61,35.3500,4.998941,200,0.8325
62,30.3000,5.406741,200,0.8300
63,-11.4000,6.575268,200,0.8276
64,25.8000,6.165617,200,0.8251
65,35.8500,5.292704,200,0.8226
66,-7.1500,6.251916,200,0.8201
67,30.7000,6.098321,200,0.8177
68,33.2000,7.668553,200,0.8152
69,47.1500,7.417735,200,0.8128
70,14.4500,6.190065,200,0.8103
71,22.0000,7.852018,200,0.8079
72,25.8500,6.066903,200,0.8055
73,18.7000,6.911010,200,0.8031
74,21.1000,9.137493,200,0.8006
75,35.0000,7.246279,200,0.7982
76,26.4000,9.248551,200,0.7959
77,10.0000,5.703858,200,0.7935
78,37.5000,8.696934,200,0.7911
79,11.1500,7.207523,200,0.7887
80,20.7500,8.269159,200,0.7863
81,45.8500,6.137079,200,0.7840
82,56.7500,7.333962,200,0.7816
83,25.8000,9.628524,200,0.7793
84,43.8000,7.829914,200,0.7770
85,33.6000,9.555469,200,0.7746
86,7.3000,7.315819,200,0.7723
87,22.8000,7.663807,200,0.7700
88,25.4000,10.850261,200,0.7677
89,45.8000,9.750579,200,0.7654
90,30.4500,8.823323,200,0.7631
91,57.0500,8.806767,200,0.7608
92,48.3000,10.575101,200,0.7585
93,39.0000,9.745142,200,0.7562
94,48.3500,9.627672,200,0.7540
95,52.4500,10.163733,200,0.7517
96,43.8000,10.230242,200,0.7494
97,41.2000,9.491649,200,0.7472
98,44.4500,10.943686,200,0.7449
99,42.4500,11.707717,200,0.7427
100,65.7500,11.586429,200,0.7405
101,66.9000,10.661911,200,0.7383
102,50.0000,11.732682,200,0.7360
103,53.5500,11.470515,200,0.7338
104,40.1000,15.170768,200,0.7316
105,24.1000,10.907061,200,0.7294
106,69.8500,12.426482,200,0.7273
107,73.6500,13.768178,200,0.7251
108,51.6000,13.082453,200,0.7229
109,35.1000,15.339823,200,0.7207
110,28.1000,17.166189,200,0.7186
111,51.7500,14.245951,200,0.7164
112,58.4000,12.838862,200,0.7143
113,68.7500,13.107133,200,0.7121
114,26.9000,15.446550,200,0.7100
115,57.3000,15.151175,200,0.7079
116,38.5000,14.780568,200,0.7057
117,16.0000,13.997936,200,0.7036
118,8.3000,14.165696,200,0.7015
119,36.4500,14.823922,200,0.6994
120,47.0500,14.909904,200,0.6973
121,45.0000,16.864890,200,0.6952
122,41.9000,14.484601,200,0.6931
123,45.2000,14.616853,200,0.6910
124,25.5000,14.745805,200,0.6890
125,61.6500,15.068191,200,0.6869
126,41.3000,14.417477,200,0.6848
127,51.5500,18.150314,200,0.6828
128,53.5000,15.653910,200,0.6807
129,33.4000,17.976105,200,0.6787
130,52.1500,17.388601,200,0.6767
131,32.4000,16.440114,200,0.6746
132,51.4000,17.096054,200,0.6726
133,50.6500,13.305305,200,0.6706
134,24.5000,16.357385,200,0.6686
135,72.1000,13.839023,200,0.6666
136,72.7000,18.767021,200,0.6646
137,51.5500,17.954716,200,0.6626
138,58.6000,19.218873,200,0.6606
139,28.9000,18.999838,200,0.6586
140,26.5000,18.410244,200,0.6566
141,75.0500,18.549315,200,0.6547
142,60.6000,16.104965,200,0.6527
143,44.1000,16.939624,200,0.6507
144,57.0000,16.189456,200,0.6488
145,41.8000,21.364770,200,0.6468
146,62.7000,18.404517,200,0.6449
147,41.1000,16.977620,200,0.6430
148,73.2000,19.127528,200,0.6410
149,39.9000,19.250652,200,0.6391
150,53.0000,19.931327,200,0.6372
151,57.2000,20.464284,200,0.6353
152,58.0000,22.207564,200,0.6334
153,45.2000,22.419458,200,0.6315
154,61.5000,16.395064,200,0.6296
155,48.5000,22.837977,200,0.6277
156,40.9000,24.571734,200,0.6258
157,79.2500,19.163625,200,0.6239
158,78.2500,19.881275,200,0.6221
159,83.6000,23.383677,200,0.6202
160,45.6000,23.880594,200,0.6183
161,88.4000,22.817412,200,0.6165
162,51.7000,19.049895,200,0.6146
163,86.3000,18.513380,200,0.6128
164,73.0000,20.798761,200,0.6110
165,71.3000,23.692280,200,0.6091
166,65.0000,21.750465,200,0.6073
167,72.8000,23.998743,200,0.6055
168,78.6500,22.011612,200,0.6037
169,40.5000,22.106134,200,0.6018
170,59.8500,25.792668,200,0.6000
171,68.4500,22.085413,200,0.5982
172,70.5000,22.278526,200,0.5964
173,51.9000,23.891513,200,0.5947
174,37.5000,22.087944,200,0.5929
175,68.3000,24.993606,200,0.5911
176,53.5000,21.842844,200,0.5893
177,63.8000,24.118785,200,0.5875
178,91.7000,22.758057,200,0.5858
179,84.0000,24.149079,200,0.5840
180,60.7000,25.286207,200,0.5823
181,52.4000,24.278574,200,0.5805
182,92.1500,21.102367,200,0.5788
183,81.5000,25.871629,200,0.5771
184,46.7000,18.531876,200,0.5753
185,82.0000,23.541619,200,0.5736
186,53.2000,22.578762,200,0.5719
187,79.6000,26.228662,200,0.5702
188,57.9000,23.712491,200,0.5684
189,50.5000,25.794244,200,0.5667
190,85.6000,22.693354,200,0.5650
191,79.8000,27.247486,200,0.5633
192,69.0000,27.400961,200,0.5617
193,60.2000,24.548050,200,0.5600
194,75.8000,28.118977,200,0.5583
195,59.5000,19.336190,200,0.5566
196,72.7000,27.094705,200,0.5549
197,76.4000,25.095101,200,0.5533
198,89.2500,19.029873,200,0.5516
199,68.0000,25.885360,200,0.5500
200,77.2000,22.484919,200,0.5483
201,76.0000,28.657927,200,0.5467
202,74.5000,26.423750,200,0.5450
203,76.9000,25.628783,200,0.5434
204,85.8000,26.385340,200,0.5418
205,86.4000,26.408741,200,0.5401
206,81.4000,30.758164,200,0.5385
207,80.0000,25.505711,200,0.5369
208,84.0000,26.396120,200,0.5353
209,58.6000,24.027507,200,0.5337
210,95.4500,24.708274,200,0.5321
211,85.3500,28.143054,200,0.5305
212,83.6500,25.644095,200,0.5289
213,69.8000,27.522932,200,0.5273
214,101.9000,19.284374,200,0.5257
215,89.3000,29.213227,200,0.5242
216,88.5500,23.166938,200,0.5226
217,75.3000,24.103324,200,0.5210
218,85.6000,22.665772,200,0.5195
219,78.4000,25.679974,200,0.5179
220,78.2000,22.806675,200,0.5163
221,106.3000,22.873336,200,0.5148
222,66.5000,31.867471,200,0.5132
223,85.4000,24.324174,200,0.5117
224,67.7000,27.579675,200,0.5102
225,71.1000,24.179855,200,0.5086
226,70.7000,22.352320,200,0.5071
227,78.0500,21.394564,200,0.5056
228,74.9000,27.473621,200,0.5041
229,71.9000,31.060367,200,0.5026
230,76.6000,28.152859,200,0.5011
231,76.9000,35.126378,200,0.4996
232,77.4000,29.216605,200,0.4981
233,79.1000,29.014379,200,0.4966
234,68.6000,29.189264,200,0.4951
235,97.5000,30.731318,200,0.4936
236,109.2000,25.623045,200,0.4921
237,98.6000,26.940226,200,0.4906
238,89.7000,30.553336,200,0.4892
239,100.2500,30.197085,200,0.4877
240,74.0000,24.555240,200,0.4862
241,78.9000,30.517854,200,0.4848
242,101.4500,26.736923,200,0.4833
243,90.7000,32.215282,200,0.4819
244,113.1000,24.139444,200,0.4804
245,101.1000,27.608209,200,0.4790
246,98.5000,23.069213,200,0.4775
247,99.9500,26.407624,200,0.4761
248,109.2000,28.549179,200,0.4747
249,99.1000,26.586714,200,0.4733
250,101.4000,32.006354,200,0.4718
251,95.4000,28.012448,200,0.4704
252,108.0000,29.404796,200,0.4690
253,116.3000,29.003423,200,0.4676
254,73.8000,32.594866,200,0.4662
255,69.7000,30.760925,200,0.4648
256,88.8000,30.337980,200,0.4634
257,80.7000,31.469515,200,0.4620
258,79.5000,34.994049,200,0.4606
259,102.4000,31.407858,200,0.4592
260,115.9000,30.645638,200,0.4579
261,98.8000,29.336741,200,0.4565
262,92.6000,38.204901,200,0.4551
263,87.0000,27.484964,200,0.4538
264,112.8000,34.780039,200,0.4524
265,94.5000,27.613607,200,0.4510
266,90.3000,38.618711,200,0.4497
267,114.7000,30.036940,200,0.4483
268,92.7000,39.628926,200,0.4470
269,71.8000,31.561081,200,0.4457
270,87.1000,30.530565,200,0.4443
271,95.6000,33.448318,200,0.4430
272,100.9000,34.580061,200,0.4417
273,100.1000,34.255008,200,0.4403
274,116.5000,35.478999,200,0.4390
275,72.4000,32.884613,200,0.4377
276,92.0000,30.534175,200,0.4364
277,100.4000,30.722222,200,0.4351
278,90.3000,27.814337,200,0.4338
279,122.2000,31.471828,200,0.4325
280,117.5000,26.459566,200,0.4312
281,94.1000,38.748711,200,0.4299
282,77.9000,40.394477,200,0.4286
283,81.4000,36.506001,200,0.4273
284,122.8500,27.711628,200,0.4260
285,95.6000,30.334132,200,0.4247
286,108.6500,35.629707,200,0.4235
287,102.7500,28.759653,200,0.4222
288,121.9500,30.500661,200,0.4209
289,113.6000,37.471267,200,0.4197
290,104.1500,33.853129,200,0.4184
291,82.5000,37.323601,200,0.4171
292,120.0000,35.773808,200,0.4159
293,86.5000,35.379053,200,0.4146
294,71.7000,44.296638,200,0.4134
295,108.4500,33.458891,200,0.4122
296,110.9000,38.591348,200,0.4109
297,112.3000,32.177263,200,0.4097
298,120.5000,36.028093,200,0.4085
299,106.9000,30.115480,200,0.4072
300,105.3500,40.501417,200,0.4060
301,104.5000,39.366456,200,0.4048
302,94.0000,33.775890,200,0.4036
303,99.9000,48.991654,200,0.4024
304,98.4000,30.935428,200,0.4012
305,120.1000,33.553653,200,0.4000
306,115.9000,34.086802,200,0.3988
307,86.2000,30.767457,200,0.3976
308,114.4500,40.005741,200,0.3964
309,85.6000,32.787685,200,0.3952
310,82.5000,40.151796,200,0.3940
311,104.9000,41.007298,200,0.3928
312,106.1000,27.488507,200,0.3916
313,107.0000,33.666507,200,0.3905
314,98.7500,43.213529,200,0.3893
315,103.9000,38.304159,200,0.3881
316,82.9000,35.474314,200,0.3870
317,98.6000,33.970144,200,0.3858
318,110.1500,33.387147,200,0.3846
319,119.6500,38.378228,200,0.3835
320,126.1000,33.939918,200,0.3823
321,124.7500,36.083423,200,0.3812
322,114.9500,43.539127,200,0.3801
323,135.1000,36.322408,200,0.3789
324,116.5000,31.261026,200,0.3778
325,105.7000,45.870394,200,0.3766
326,93.7000,31.986929,200,0.3755
327,121.3000,30.339931,200,0.3744
328,107.5000,35.033665,200,0.3733
329,115.0000,34.911939,200,0.3721
330,122.5000,34.208533,200,0.3710
331,103.1500,41.407527,200,0.3699
332,111.0000,45.025599,200,0.3688
333,102.8000,39.570124,200,0.3677
334,123.7000,35.178278,200,0.3666
335,111.8500,33.760095,200,0.3655
336,121.3000,31.319898,200,0.3644
337,138.4000,42.648485,200,0.3633
338,100.8000,38.389180,200,0.3622
339,130.4000,26.661172,200,0.3611
340,114.7000,38.690144,200,0.3600
341,119.8000,36.848532,200,0.3590
342,120.1000,37.378179,200,0.3579
343,113.2000,34.714797,200,0.3568
344,117.7500,36.683238,200,0.3557
345,119.8000,36.739257,200,0.3547
346,116.0000,31.784314,200,0.3536
347,113.9000,35.215409,200,0.3525
348,103.7000,39.435958,200,0.3515
349,107.6000,41.030143,200,0.3504
350,123.5000,31.197093,200,0.3494
351,113.9000,41.930301,200,0.3483
352,129.2000,44.267795,200,0.3473
353,81.8000,44.156887,200,0.3463
354,113.5500,37.264480,200,0.3452
355,130.6000,34.753794,200,0.3442
356,123.3500,38.515477,200,0.3431
357,124.3000,42.363133,200,0.3421
358,137.9000,34.435644,200,0.3411
359,113.4000,43.603861,200,0.3401
360,141.7000,38.227751,200,0.3390
361,135.3000,33.341964,200,0.3380
362,136.9000,28.104877,200,0.3370
363,102.5000,29.949798,200,0.3360
364,127.7000,39.677504,200,0.3350
365,131.0000,31.606625,200,0.3340
366,117.7000,42.625495,200,0.3330
367,144.1000,37.901473,200,0.3320
368,130.4000,37.097572,200,0.3310
369,133.4000,40.803763,200,0.3300
370,121.9000,38.156911,200,0.3290
371,131.9000,36.274137,200,0.3280
372,145.5000,35.264920,200,0.3270
373,127.9000,30.792648,200,0.3261
374,127.7000,34.587709,200,0.3251
375,108.2000,41.193539,200,0.3241
376,128.4000,41.342525,200,0.3231
377,128.3000,32.078188,200,0.3222
378,132.6000,31.576291,200,0.3212
379,129.9000,36.196995,200,0.3202
380,123.0000,44.339331,200,0.3193
381,122.4000,37.009304,200,0.3183
382,134.1000,45.888298,200,0.3174
383,120.0000,48.404286,200,0.3164
384,149.9000,29.578421,200,0.3155
385,134.7000,31.073303,200,0.3145
386,108.3000,35.519631,200,0.3136
387,104.9000,41.742914,200,0.3126
388,116.4000,35.755603,200,0.3117
389,126.3000,36.664008,200,0.3108
390,123.2000,39.653123,200,0.3098
391,142.0000,42.194766,200,0.3089
392,103.7000,35.201851,200,0.3080
393,126.3000,32.690477,200,0.3070
394,133.8500,40.317061,200,0.3061
395,112.0000,31.589878,200,0.3052
396,129.3000,35.362004,200,0.3043
397,140.7500,42.045409,200,0.3034
398,161.2000,35.265600,200,0.3025
399,131.2000,28.995366,200,0.3016
400,136.2000,34.240682,200,0.3007
401,137.2000,27.485651,200,0.2997
402,127.4500,40.090102,200,0.2989
403,131.7000,38.193442,200,0.2980
404,137.5000,35.310528,200,0.2971
405,126.8000,38.027535,200,0.2962
406,123.4000,32.221554,200,0.2953
407,119.7000,30.820613,200,0.2944
408,151.3000,32.728147,200,0.2935
409,137.4000,40.727271,200,0.2926
410,143.3000,33.183456,200,0.2918
411,116.0000,42.753131,200,0.2909
412,142.1000,37.702270,200,0.2900
413,141.8000,29.802685,200,0.2891
414,134.5000,39.597349,200,0.2883
415,121.4000,34.754338,200,0.2874
416,134.7000,41.151548,200,0.2865
417,133.7500,54.366301,200,0.2857
418,133.2000,32.330031,200,0.2848
419,115.4000,35.411028,200,0.2840
420,135.4000,42.783582,200,0.2831
421,139.3000,32.935303,200,0.2823
422,133.7000,38.991157,200,0.2814
423,135.1000,31.003164,200,0.2806
424,144.1000,28.629990,200,0.2797
425,127.7000,35.389186,200,0.2789
426,152.3000,38.839813,200,0.2781
427,148.5000,31.717310,200,0.2772
428,159.1000,40.012751,200,0.2764
429,147.3000,39.082682,200,0.2756
430,140.9000,35.239033,200,0.2747
431,133.1000,40.547124,200,0.2739
432,135.1000,39.157716,200,0.2731
433,127.7000,39.544739,200,0.2723
434,141.3500,32.531339,200,0.2715
435,130.0000,30.802120,200,0.2706
436,139.9000,43.443756,200,0.2698
437,128.1000,41.719090,200,0.2690
438,139.8500,34.402155,200,0.2682
439,120.3000,41.098563,200,0.2674
440,151.4500,44.995681,200,0.2666
441,122.5000,43.106083,200,0.2658
442,126.3000,26.368871,200,0.2650
443,141.6000,37.624151,200,0.2642
444,135.9000,39.530172,200,0.2634
445,148.6000,41.335450,200,0.2626
446,142.3500,42.987907,200,0.2618
447,137.4000,47.099053,200,0.2611
448,147.8000,35.338095,200,0.2603
449,126.0500,42.461727,200,0.2595
450,140.5500,47.274731,200,0.2587
451,142.9000,44.185865,200,0.2579
452,138.7000,38.486234,200,0.2572
453,115.9000,42.761267,200,0.2564
454,131.3000,37.346338,200,0.2556
455,126.6000,34.797624,200,0.2549
456,147.3000,44.544265,200,0.2541
457,136.4000,39.732219,200,0.2533
458,135.2500,32.732456,200,0.2526
459,137.0000,34.969465,200,0.2518
460,171.4000,29.348830,200,0.2511
461,133.7000,39.154086,200,0.2503
462,155.4000,34.358209,200,0.2496
463,134.0000,32.978822,200,0.2488
464,126.9000,34.511676,200,0.2481
465,147.4500,36.353222,200,0.2473
466,128.6500,39.375990,200,0.2466
467,149.0000,27.282325,200,0.2458
468,141.2000,40.415912,200,0.2451
469,133.3000,39.158781,200,0.2444
470,131.2500,40.474767,200,0.2436
471,145.2000,33.843612,200,0.2429
472,141.9000,29.477830,200,0.2422
473,130.5000,40.214219,200,0.2414
474,139.3000,37.392056,200,0.2407
475,151.3000,30.807620,200,0.2400
476,169.9000,43.541659,200,0.2393
477,146.1000,36.348354,200,0.2386
478,127.0000,47.786193,200,0.2378
479,150.9000,40.120268,200,0.2371
480,152.7000,33.197858,200,0.2364
481,146.9000,41.818088,200,0.2357
482,154.8000,38.560364,200,0.2350
483,140.0000,36.785712,200,0.2343
484,160.9000,41.648457,200,0.2336
485,134.0000,43.957824,200,0.2329
486,157.5000,33.949147,200,0.2322
487,119.1000,38.247397,200,0.2315
488,136.7000,39.115177,200,0.2308
489,137.2000,48.990278,200,0.2301
490,167.0000,34.865490,200,0.2294
491,151.6000,32.239606,200,0.2287
492,127.0500,43.489863,200,0.2280
493,129.6000,34.260006,200,0.2274
494,125.2000,36.630497,200,0.2267
495,164.5000,39.756890,200,0.2260
496,148.5000,39.107190,200,0.2253
497,153.0000,37.155204,200,0.2246
498,144.7500,39.415046,200,0.2240
499,150.2000,32.497955,200,0.2233
500,148.4000,43.668362,200,0.2226
501,137.6000,47.262006,200,0.2220
502,143.5500,35.878253,200,0.2213
503,159.8000,37.882899,200,0.2206
504,157.8000,38.654447,200,0.2200
505,137.9000,34.370381,200,0.2193
506,127.6500,49.717301,200,0.2187
